"Site"	"n"	"L"	"C"	"Modularity"	"Mean_trophic_level"	"Mean_Omnivory_Index"	"Richesse_spe"	"Links_per_species"	"indegree"	"outdegree"	"Percentage_basal"	"Percentage_top"	"Percentage_intermediate"	"Omnivory"	"S_Top"	"S_intermediate"	"S_Basal"	"Reseau"	"Bois"	"Cultures"	"Prairies"	"Surf_Urbanisees"	"Longueur_haies"	"Nb_de_mares"	"Vegetation_aquatique"	"Perimetre"	"Surface"	"Pente_en_rive_moyenne"	"Profondeur_maximum"	"Ecrevisses"	"Poissons"	"Hydroperiode"	"Anthropique"	"Ripysylve"	"Distance"	"Acilius spp."	"Aeshnidae"	"Anguille"	"Anisoptere"	"Asellus aquaticus"	"Bivalve"	"Brochet"	"Carpe"	"Chironomide"	"Colymbetes spp."	"Corises"	"Crapaud commun"	"Crevette spp."	"Culicidae"	"Cybister spp."	"Dytique"	"Dytiscus spp."	"Ecrevisse de Louisiane"	"Ephemere"	"Epinoche"	"Gambusie"	"Gammare spp."	"Gardon"	"Gasteropode spp."	"Gerridae"	"Glossiphonie"	"Graphoderus spp."	"Grenouille agile"	"Grenouille verte"	"Gyrinidae"	"Hirudinea"	"Hydrochara spp."	"Hydrometridae"	"Hydrophilidae"	"Hygrobia hermanni"	"Libellulidae"	"Limnee"	"Naucoridae"	"Nepidae"	"Notonecta glauca"	"Pelodyte ponctue"	"Perche franche"	"Perche-soleil"	"Physe"	"Poisson-chat"	"Rainette verte"	"Ranatre"	"Rotengle"	"Salamandre tachetee"	"Tanche"	"Trichoptere"	"Triton marbre"	"Triton palme"	"Zygoptere"	"Phytoplankton"	"Zooplankton"	"Detritus"	"Macrophyte"
"31"	"122"	9	33	0.407407407407407	0	2.50326797385621	0.665144816096373	9	3.66666666666667	3.66666666666667	3.66666666666667	0.222222222222222	0	0.666666666666667	0.555555555555556	0	6	2	"Briere"	0.191035573	0	0.021558023	0	0	4	"peu"	24.49	39.15	13.36	0.45	1	0	"Temporaire"	"Agricole"	100	27.7512937314	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"32"	"122bis"	8	23	0.359375	0	2.125	0.520486111111111	8	2.875	2.875	2.875	0.25	0	0.625	0.5	0	5	2	"Briere"	0.186226523	0	0.018985477	0	0	2	"peu"	35.63	84.96	16.04	0.7	1	0	"Temporaire"	"Agricole"	NA	17.7211763309	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"33"	"123"	5	5	0.2	0.48	1.23333333333333	0.206481481481482	5	1	1	1	0.6	0.4	0	0	2	0	3	"Briere"	0.030783777	0.049111736	0.231553555	0.42228546	308.2160749	2	"peu"	77.38	393.36	18.97	1.1	1	0	"Permanent"	"Recreationnel"	NA	627.369908078	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"34"	"125"	5	4	0.16	0	1.25	0.28125	5	0.8	0.8	0.8	0.2	0.2	0.2	0	1	1	1	"Mes"	0.139504781	0.082316146	0.347636859	0.06362193	757.2567308	2	"peu"	11.63	7.3	14.04	0.6	0	0	NA	"Agricole"	NA	923.469212346	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"35"	"126"	6	8	0.222222222222222	0.21875	1.48148148148148	0.222822359396433	6	1.33333333333333	1.33333333333333	1.33333333333333	0.5	0.166666666666667	0.333333333333333	0.333333333333333	1	2	3	"Mes"	0.089857993	0.200870261	0.239549452	0.379813808	1516.483963	3	"beaucoup"	82.57	427.56	17.74	0.8	0	0	"Permanent"	"Recreationnel"	NA	1820.44004602	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"36"	"127"	6	8	0.222222222222222	0	1.5	0.333333333333333	6	1.33333333333333	1.33333333333333	1.33333333333333	0.166666666666667	0	0.5	0	0	3	1	"Mes"	0.141835654	0.128070126	0.247696052	0.355700655	1201.303086	3	"beaucoup"	46.42	144.67	29.18	0.9	0	0	NA	"Recreationnel"	NA	1952.65352252	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"37"	"128"	6	6	0.166666666666667	0.319444444444444	1.63888888888889	0.113425925925926	6	1	1	1	0.5	0.166666666666667	0.333333333333333	0.166666666666667	1	2	3	"Mes"	0.169254328	0.432162366	0.309211724	0.01813304	987.923048	5	"peu"	33.78	75.33	41.99	1.6	0	1	"Permanent"	"Agricole"	NA	1878.64988552	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"38"	"129"	10	36	0.36	0	2.0797619047619	0.376228959775875	10	3.6	3.6	3.6	0.3	0	0.7	0.6	0	7	3	"Mes"	0.204658508	0.300487918	0.282518122	0.015941936	1489.963819	3	"beaucoup"	77.48	217.2	8.18	0.3	1	0	"Temporaire"	"Agricole"	NA	1727.4482415	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"39"	"131"	7	13	0.26530612244898	0.163194444444444	1.68253968253968	0.266975308641975	7	1.85714285714286	1.85714285714286	1.85714285714286	0.428571428571429	0	0.571428571428571	0.428571428571429	0	4	3	"Mes"	0.290746847	0.459936474	0.094344071	0.016327443	567.4815493	5	"intermediaire"	31.86	72.99	11.31	0.5	0	0	NA	"Agricole"	NA	1536.91476205	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"40"	"132"	9	24	0.296296296296296	0	1.86496913580247	0.248742569730224	9	2.66666666666667	2.66666666666667	2.66666666666667	0.333333333333333	0	0.666666666666667	0.444444444444444	0	6	3	"Mes"	0.298785278	0.450416118	0.099682436	0.014804864	532.579637	1	"beaucoup"	32.99	55.93	11.31	0.3	1	0	NA	"Agricole"	NA	1534.08199085	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"41"	"134"	8	20	0.3125	0	1.91666666666667	0.327199074074074	8	2.5	2.5	2.5	0.375	0	0.625	0.5	0	5	3	"Mes"	0.042981658	0.745450679	0.153609535	0.018675607	803.8133911	2	"peu"	37.4	77.93	7.13	0.6	0	0	NA	"Agricole"	NA	1811.75982792	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"42"	"136"	8	20	0.3125	0	1.91666666666667	0.327199074074074	8	2.5	2.5	2.5	0.375	0	0.625	0.5	0	5	3	"Mes"	0.045492705	0.361508108	0.442727153	0.034487191	1201.794939	2	"peu"	51.97	156.46	36.56	1.25	0	0	NA	"Agricole"	NA	1828.5575051	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"43"	"140"	8	16	0.25	0.25	1.63333333333333	0.267036522633745	8	2	2	2	0.375	0.125	0.5	0.375	1	4	3	"Mes"	0.166871648	0.149759238	0.124728624	0.080326171	930.4962901	2	"peu"	43.7	128.94	12.23	0.35	1	1	"Permanent"	"Agricole"	NA	2660.08490189	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"44"	"141"	17	115	0.397923875432526	0	2.75483801007641	0.67994150551961	17	6.76470588235294	6.76470588235294	6.76470588235294	0.235294117647059	0	0.764705882352941	0.705882352941177	0	13	4	"Mes"	0.189935662	0.16342379	0.394342295	0.056803151	1180.58004	1	"peu"	47.65	126.51	26.18	1.25	1	0	"Permanent"	"Agricole"	NA	2526.25784383	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"45"	"142"	7	14	0.285714285714286	0	1.82142857142857	0.417410714285714	7	2	2	2	0.142857142857143	0	0.571428571428571	0	0	4	1	"Mes"	0.054312791	0.68052523	0.086764335	0.084137212	1020.115202	1	"beaucoup"	45.94	149.86	21.39	1.15	0	0	NA	"Agricole"	NA	2358.11843247	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"46"	"143"	7	14	0.285714285714286	0	1.82142857142857	0.417410714285714	7	2	2	2	0.142857142857143	0	0.571428571428571	0	0	4	1	"Mes"	0	0.25327107	0.210908373	0.306838165	1517.405199	1	"peu"	19.76	28.03	35.94	1.8	1	0	NA	"Recreationnel"	NA	1385.76458499	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"47"	"144"	8	20	0.3125	0.21280276816609	1.79166666666667	0.357986111111111	8	2.5	2.5	2.5	0.375	0	0.625	0.125	0	5	3	"Briere"	0.261104226	0.04597674	0.039592137	0.011845468	0	3	"beaucoup"	17.91	23.44	9.93	0.2	1	0	"Temporaire"	"Agricole"	0	0	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"48"	"145"	9	24	0.296296296296296	0.134920634920635	1.97685185185185	0.341422325102881	9	2.66666666666667	2.66666666666667	2.66666666666667	0.333333333333333	0.111111111111111	0.555555555555556	0.222222222222222	1	5	3	"Mes"	0.10334643	0.541134471	0.102922265	0.14141357	1079.647026	0	"peu"	52.23	163.62	32.35	0.9	1	1	"Permanent"	"Recreationnel"	NA	1972.55700013	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"49"	"146"	8	22	0.34375	0	2.05769230769231	0.490440088757396	8	2.75	2.75	2.75	0.25	0	0.625	0.5	0	5	2	"Briere"	0.017221275	0.259007619	0.345693865	0.30581935	1100.774184	2	"peu"	16.55	17.03	9.93	0.4	0	0	"Temporaire"	"Recreationnel"	NA	469.530307329	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"50"	"147"	16	131	0.51171875	0	3.45010683760684	0.962173272337126	16	8.1875	8.1875	8.1875	0.1875	0	0.8125	0.75	0	13	3	"Briere"	0.039912888	0.216873065	0.592013274	0.036565499	2352.129207	4	"beaucoup"	53.74	172.61	10.85	1.8	1	0	"Permanent"	"Recreationnel"	30	613.929024958	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"51"	"2"	12	67	0.465277777777778	0	2.85733251633987	0.743692569748147	12	5.58333333333333	5.58333333333333	5.58333333333333	0.25	0	0.75	0.666666666666667	0	9	3	"Mes"	0.123774678	0.385861197	0.406902239	0.016427075	976.7104167	0	"beaucoup"	47.57	169.09	9.93	1	0	0	NA	"Agricole"	NA	2862.75789242	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"52"	"22"	29	417	0.495838287752675	0.0331617095139801	3.67353510631419	1.14825077334441	29	14.3793103448276	14.3793103448276	14.3793103448276	0.137931034482759	0	0.862068965517241	0.724137931034483	0	25	4	"Mes"	0	0.540655651	0.219496703	0.210476406	1173.950146	0	"beaucoup"	171.8	536.44	16.26	1	0	0	"Temporaire"	"Agricole"	NA	1687.67640798	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
"53"	"24"	12	60	0.416666666666667	0	2.5054012345679	0.500738139947861	12	5	5	5	0.25	0	0.75	0.583333333333333	0	9	3	"Mes"	0.089391463	0.312460703	0.385358229	0.104723093	1474.156785	3	"peu"	37.55	59.72	18	0.7	0	0	NA	"Agricole"	NA	1939.65183494	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"54"	"25"	10	35	0.35	0.0848214285714287	2.28	0.503283333333333	10	3.5	3.5	3.5	0.3	0	0.7	0.5	0	7	3	"Mes"	0.085776128	0.060294019	0.572982024	0.11589391	1818.685346	1	"peu"	86.22	495.21	18.78	0.9	0	1	"Permanent"	"Recreationnel"	NA	1852.7033659	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"
"55"	"26"	11	48	0.396694214876033	0	2.375	0.412859059343434	11	4.36363636363636	4.36363636363636	4.36363636363636	0.272727272727273	0	0.727272727272727	0.636363636363636	0	8	3	"Mes"	0.081182676	0.680638647	0.064036123	0.049890318	885.6702586	2	"beaucoup"	35.46	79.05	11.31	0.25	0	0	"Temporaire"	"Agricole"	NA	2007.89845464	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"56"	"27"	13	67	0.396449704142012	0	2.53486854633644	0.514476256669814	13	5.15384615384615	5.15384615384615	5.15384615384615	0.230769230769231	0.0769230769230769	0.692307692307692	0.615384615384615	1	9	3	"Mes"	0.101551023	0.374555575	0.213128826	0.198574472	1674.209742	3	"peu"	146.84	1529.3	20.14	1.15	1	1	"Permanent"	"Recreationnel"	NA	1949.19032537	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"
"57"	"28"	8	19	0.296875	0.150519031141869	1.80263157894737	0.288911011080332	8	2.375	2.375	2.375	0.375	0	0.625	0.375	0	5	3	"Mes"	0.032559035	0.524031971	0.371388336	0.025441684	1743.425945	1	"peu"	38.13	98.36	12.68	0.4	0	0	"Temporaire"	"Agricole"	NA	1753.18468913	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"58"	"29"	20	222	0.555	0	4.08858196924603	1.34637620401582	20	11.1	11.1	11.1	0.15	0.05	0.8	0.8	1	16	3	"Mes"	0.031536964	0.568142349	0.329269292	0.024232044	1765.610138	1	"beaucoup"	59.56	172.74	11.77	2.502809361	1	1	"Permanent"	"Agricole"	NA	1762.76700323	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
"59"	"3"	13	73	0.431952662721893	0	3.05090048840049	0.729998029601205	13	5.61538461538461	5.61538461538461	5.61538461538461	0.230769230769231	0.0769230769230769	0.692307692307692	0.692307692307692	1	9	3	"Mes"	0.221683945	0.418372043	0.228091206	0.029515878	1873.364268	1	"intermediaire"	37.88	71.71	26.57	1.1	0	1	NA	"Agricole"	NA	2737.29876885	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"60"	"30"	14	90	0.459183673469388	0	3.32307098765432	0.861448147596246	14	6.42857142857143	6.42857142857143	6.42857142857143	0.214285714285714	0.0714285714285714	0.714285714285714	0.714285714285714	1	10	3	"Mes"	0.042153082	0.293542398	0.283940908	0.225781747	2068.880893	2	"beaucoup"	124.66	746.98	20.77	3.606969523	1	1	"Permanent"	"Recreationnel"	NA	1429.42764475	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"61"	"31"	13	81	0.479289940828402	0	3.14113247863248	0.86422749250064	13	6.23076923076923	6.23076923076923	6.23076923076923	0.230769230769231	0	0.769230769230769	0.692307692307692	0	10	3	"Mes"	0.049110182	0.092396797	0.341958923	0.251816666	1688.230245	2	"peu"	68.99	369.92	13.7	0.6	0	0	"Permanent"	"Agricole"	NA	1305.66245788	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"
"62"	"32"	18	168	0.518518518518518	0	3.42159180457053	0.919322067758188	18	9.33333333333333	9.33333333333333	9.33333333333333	0.166666666666667	0	0.833333333333333	0.777777777777778	0	15	3	"Mes"	0.076873926	0.580824596	0.191506005	0.065290795	949.4198651	0	"beaucoup"	45.74	139.31	25.8	2.053657331	0	0	"Permanent"	"Agricole"	NA	1033.0827423	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"
