"Site"	"n"	"L"	"C"	"Modularity"	"Mean_trophic_level"	"Mean_Omnivory_Index"	"Richesse_spe"	"Reseau"	"Bois"	"Cultures"	"Prairies"	"Surf_Urbanisees"	"Longueur_haies"	"Nb_de_mares"	"Vegetation_aquatique"	"Perimetre"	"Surface"	"Pente_en_rive_moyenne"	"Profondeur_maximum"	"Ecrevisses"	"Poissons"	"Hydroperiode"	"Anthropique"	"Ripysylve"	"Distance"
"105"	"72"	12	42	0.291666666666667	0.0392623438429507	2.18914693128752	0.270805385865933	12	"Briere"	0.27208083	0.374902782	0.200451572	0.054722762	1272.196461	3	"peu"	106.42	459.57	26.76	2.045225883	1	0	"Permanent"	"Recreationnel"	90	640.096432208
"106"	"73"	10	29	0.29	0	1.88723958333333	0.225740434309092	10	"Briere"	0.27736389	0.016709398	0.507062367	0.158349085	949.9457547	3	"beaucoup"	46.67	143.11	16.26	0.7	1	0	"Temporaire"	"Agricole"	100	409.268825104
"107"	"74"	9	18	0.222222222222222	0.146604938271605	1.75925925925926	0.187205761316872	9	"Briere"	0.065035885	0.013683414	0.768453375	0.079598593	1915.139217	3	"peu"	145.19	1355.53	11.77	2.285683919	1	1	"Permanent"	"Agricole"	65	217.867174537
"108"	"75"	11	32	0.264462809917355	0.0977777777777777	2.23900783063274	0.378119412856956	11	"Briere"	0.333582354	0.04847933	0.478522668	0.055326452	1405.388626	5	"peu"	139.08	1048.63	21.6	1.912295474	1	1	"Permanent"	"Agricole"	70	251.496785956
"109"	"75bis"	10	26	0.26	0.0584319526627219	1.88018518518519	0.20504451303155	10	"Briere"	0.172285763	0.2773553	0.295534565	0.091841002	1557.169249	4	"peu"	134.39	1051	18.22	0.65	1	1	"Permanent"	"Recreationnel"	90	442.254532984
"110"	"76"	24	181	0.314236111111111	0.0182920110192838	3.05404807582231	0.667101249113992	24	"Briere"	0.109841585	0.60109848	0.197590167	0.024560596	1966.765781	2	"peu"	76.83	280.17	17.03	0.8	1	0	"Permanent"	"Agricole"	0	806.153974389
"111"	"762"	13	40	0.236686390532544	0.0884286653517423	2.22327533577534	0.243072651735705	13	"Mes"	0.073990031	0.269921688	0.443371968	0.112811374	1846.698895	3	"peu"	98.32	278.69	28.15	2.026393917	0	1	"Permanent"	"Recreationnel"	NA	2357.08515805
"112"	"77"	13	47	0.27810650887574	0.0529300567107751	2.12490028490028	0.212152272753919	13	"Briere"	0.140091752	0.203584484	0.27489594	0.140066359	504.4187502	1	"beaucoup"	66.67	274.56	12.34	0.85	0	1	"Permanent"	"Recreationnel"	NA	1032.13061639
"113"	"79bis"	5	5	0.2	0	1.33333333333333	0.136111111111111	5	"Briere"	0.003738837	0.15181891	0.461404261	0.259174342	1271.498956	3	"peu"	58.14	241.3	20.14	0.9	1	1	"Permanent"	"Recreationnel"	NA	342.140490062
"114"	"806"	14	42	0.214285714285714	0.07875	2.34983504060539	0.286657258834111	14	"Mes"	0.086959741	0.229148642	0.434554247	0.06018541	1906.011121	5	"peu"	256.26	1636.48	23.63	2.703765795	1	1	"Permanent"	"Agricole"	NA	2418.41178646
"115"	"81"	12	39	0.270833333333333	0.0409057706355003	2.20713609307359	0.276127122761384	12	"Briere"	0.347441047	0.193805869	0.090786886	0.018788198	950.0261491	1	"intermediaire"	14.93	12.54	18	0.9	0	0	"Temporaire"	"Agricole"	NA	9.60887336334
"116"	"812"	12	36	0.25	0	2.20204508856683	0.266455949769345	12	"Mes"	0.084090956	0.375587993	0.311683609	0.149141474	2267.879275	4	"peu"	121.26	873.96	21.18	0.9	1	1	"Permanent"	"Recreationnel"	NA	2215.05179412
"117"	"83"	15	55	0.244444444444444	0.149341402634389	2.20367135380723	0.318119074527638	15	"Briere"	0.058567186	0.28918404	0.523306551	0.04219789	1394.047711	2	"peu"	17.07	18.12	24.23	0.45	0	0	"Temporaire"	"Agricole"	NA	276.580599236
"118"	"853"	12	37	0.256944444444444	0.114186851211073	2.36337448559671	0.401040718863372	12	"Mes"	0.147773118	0.282442276	0.255221945	0.058213749	2324.623483	1	"peu"	424.98	8950.53	11.31	5.634338122	1	1	"Permanent"	"Recreationnel"	NA	2388.85970597
"119"	"85bis"	16	62	0.2421875	0.0754093651249639	2.3955763626339	0.30366889262292	16	"Briere"	0.010556627	0.295649067	0.598225378	0.034194592	1829.381995	6	"peu"	32.37	74.86	29.9	1.8	0	0	"Temporaire"	"Agricole"	75	504.376874648
"120"	"86"	13	52	0.307692307692308	0	2.26381275426374	0.299787714809958	13	"Briere"	0.00072128	0.235219155	0.686307481	0.015696458	1629.981656	5	"peu"	34.83	83.58	25.99	1.15	1	0	"Permanent"	"Agricole"	40	374.855225811
"121"	"87"	27	208	0.285322359396433	0.0219871674407366	2.78835974945884	0.483052639145066	27	"Briere"	0.000718805	0.47583418	0.450924592	0.011780433	1903.021446	5	"beaucoup"	37	104.71	17.35	0.5	0	0	"Permanent"	"Agricole"	60	430.584938014
"122"	"88"	18	70	0.216049382716049	0.144717496324302	2.29966498847811	0.219599353418255	18	"Briere"	0.000708353	0.261182142	0.649627384	0.016075413	2112.204016	5	"peu"	46.63	145.76	17.14	0.95	1	0	"Permanent"	"Agricole"	25	308.16792476
"123"	"888"	13	49	0.289940828402367	0	2.00963987567164	0.344052144930737	13	"Briere"	0.093893884	0.02357435	0.357743698	0.244082479	592.9229753	3	"peu"	118.31	780.08	16.92	1.35	1	1	"Permanent"	"Recreationnel"	NA	580.928989294
"124"	"89"	25	172	0.2752	0.0717564908761237	2.7051901473184	0.38657644894341	25	"Briere"	0.000720357	0.148857641	0.764672563	0.01599859	1949.982835	5	"peu"	35.66	90.45	12	0.2	1	0	"Permanent"	"Agricole"	20	277.566033583
"125"	"893"	9	10	0.123456790123457	0	2.06481481481481	0.180941358024692	9	"Mes"	0.074244168	0.102154161	0.628800425	0.090070281	2082.50168	1	"peu"	132.83	902.4	29.72	1.6	0	1	"Permanent"	"Recreationnel"	NA	1463.70561146
"126"	"893bis"	13	48	0.284023668639053	0.0355555555555555	2.3198663132642	0.342450955541121	13	"Mes"	0.141197219	0.001355462	0.718635794	0.081048503	1418.229552	3	"peu"	51.9	199.85	16.26	0.45	0	0	"Temporaire"	"Agricole"	NA	1485.28938983
"127"	"894"	12	31	0.215277777777778	0.0983350676378772	2.11988888888889	0.190761303703704	12	"Mes"	0.119235408	0.3854125	0.082371318	0.202317977	988.4921973	1	"beaucoup"	34.94	52.68	29.36	1.5	0	0	"Permanent"	"Agricole"	NA	1130.09821044
"128"	"90"	20	115	0.2875	0.054414611564683	2.56863546450324	0.31492258512707	20	"Briere"	0.000704976	0.207482935	0.705586992	0.015988943	2034.691	1	"peu"	57.83	153.32	18.86	0.6	1	0	"Permanent"	"Agricole"	80	279.388396263
"129"	"91"	23	147	0.277882797731569	0.0986989795918368	2.54641704329015	0.385519968519599	23	"Briere"	0.022074843	0.004061163	0.872694645	0.008663532	1294.158946	1	"beaucoup"	45.98	137.86	18.43	1	1	0	"Permanent"	"Agricole"	50	86.3290051751
"130"	"92"	9	21	0.259259259259259	0.148526077097506	1.83429783950617	0.18466969347458	9	"Briere"	0.058401759	0.048990201	0.562581169	0.014214052	1719.612647	1	"beaucoup"	297.19	6188.41	14.93	0.85	1	1	"Permanent"	"Agricole"	0	0
"131"	"93"	19	94	0.260387811634349	0.0431301652892562	2.67116716754681	0.467991163868613	19	"Briere"	0.215280123	0.461896409	0.209587563	0.026105748	1467.771296	2	"beaucoup"	47.97	152.65	16.7	0.35	0	0	"Temporaire"	"Recreationnel"	100	346.043835588
"132"	"932"	9	19	0.234567901234568	0.0623268698060942	1.87685185185185	0.16728420781893	9	"Briere"	0.272131282	0.009519976	0.239911896	0.147983666	986.581617	0	"peu"	339.99	3585.94	14.93	2.21580354	1	1	"Permanent"	"Agricole"	NA	0
"133"	"937"	19	101	0.279778393351801	0.0814958448753463	2.62407822509598	0.501811941115311	19	"Briere"	0.236290882	0.234993774	0.332794981	0	654.2873646	1	"peu"	64.76	225.82	23.93	0.65	1	0	"Permanent"	"Agricole"	50	22.630050957
"134"	"94"	25	161	0.2576	0.0203127002434962	2.7536011962792	0.370176886330341	25	"Briere"	0.372553028	0.384760404	0.138348028	0.024091544	934.1560809	3	"beaucoup"	78.44	300.48	19.61	1.3	1	0	"Permanent"	"Agricole"	10	359.648936711
"135"	"949"	23	150	0.283553875236295	0	3.04855470439902	0.677361965173611	23	"Briere"	0.10410888	0.050097196	0.368734576	0.191960331	754.2083518	1	"beaucoup"	51.75	208.06	18.86	0.5	1	0	"Temporaire"	"Recreationnel"	NA	606.735705351
"136"	"95"	15	54	0.24	0.0576717693129227	2.21762468434344	0.265941271082657	15	"Briere"	0.123340581	0.00660461	0.773402817	0.035274868	2157.120423	2	"intermediaire"	179.4	1391.17	12.91	0.6	1	1	"Permanent"	"Agricole"	70	416.970927164
"137"	"954"	11	31	0.256198347107438	0.0527777777777779	2.0552706947524	0.235311236881376	11	"Briere"	0.343487541	0.159603807	0.263450969	0.065406172	1231.646184	0	"beaucoup"	77.69	430.94	18	4.277205457	0	0	"Permanent"	"Recreationnel"	NA	445.999191732
"138"	"96"	11	28	0.231404958677686	0.102040816326531	2.03131313131313	0.175880424616536	11	"Briere"	0.237114839	0.115402089	0.461395887	0.143733524	1306.797373	2	"beaucoup"	47.04	142.75	25.8	0.7	0	0	"Temporaire"	"Recreationnel"	80	356.46049002
"139"	"960"	15	63	0.28	0.0841571279916753	2.45066534391534	0.343632294471862	15	"Briere"	0.410949313	0.178375252	0.292896227	0.068810895	865.220131	1	"intermediaire"	132.83	1186.87	22.62	2.186283424	0	1	"Permanent"	"Recreationnel"	90	595.509890258
"140"	"961"	12	34	0.236111111111111	0.049127640036731	2.18514103084416	0.330668171206954	12	"Mes"	0.111804128	0.029144684	0.471887143	0.200723801	719.4667761	3	"intermediaire"	86.82	526.39	13.22	1.2	1	0	"Temporaire"	"Recreationnel"	NA	1681.78859597
"141"	"97"	24	148	0.256944444444444	0.0380148116575203	2.81831830700584	0.5452744738575	24	"Briere"	0.311052625	0.128971094	0.380252558	0.136727979	1098.327226	2	"intermediaire"	60.37	222.51	26.85	0.9	0	0	"Temporaire"	"Recreationnel"	70	360.651348801
"142"	"98"	10	24	0.24	0	1.96018518518519	0.257427411979881	10	"Briere"	0.495879582	0.047141501	0.284535776	0.084156379	1004.017934	2	"beaucoup"	44.68	130.85	14.71	0.4	0	0	"Permanent"	"Recreationnel"	100	435.98313607
"143"	"99"	17	80	0.27681660899654	0.0495024456063416	2.35618872549019	0.233037600599614	17	"Briere"	0.605667762	0.147992657	0.163585346	0.01717291	467.096376	2	"beaucoup"	47.93	87.23	14.93	0.75	1	0	"Permanent"	"Agricole"	95	245.927848945
"144"	"A"	12	31	0.215277777777778	0	2.24819331526649	0.260418039341382	12	"Briere"	0.384018234	0.180919777	0.173151095	0.078604355	1361.190016	2	"beaucoup"	49.6	139.26	17.57	0.85	0	1	"Permanent"	"Recreationnel"	NA	371.098674694
"145"	"B"	13	44	0.260355029585799	0.101676581936182	2.08211233211233	0.213004439319254	13	"Briere"	0.165701075	0.307187822	0.248442868	0.105253565	1179.657943	5	"peu"	48.09	139.94	17.57	0.55	1	0	"Temporaire"	"Recreationnel"	100	483.79106102
"146"	"Bois"	11	27	0.223140495867769	0.0967078189300412	2.04583333333333	0.184781618265993	11	"Mes"	0.123456517	0.583711534	0.12722016	0.090510766	2205.168093	7	"peu"	26.76	47.26	14.04	0.3	1	0	NA	"Agricole"	NA	1458.04501544
"147"	"C"	12	39	0.270833333333333	0.0855263157894737	2.22072443181818	0.314478074622737	12	"Briere"	0.132642322	0.366309302	0.44201337	0.024327811	1163.008408	3	"peu"	59.13	213.91	14.93	0.9	0	0	"Permanent"	"Agricole"	60	627.609117502
"148"	"D"	5	3	0.12	0	1.4	0.125	5	"Mes"	0.049614312	0.300422248	0.150649516	0.426098761	1348.093945	0	"peu"	35.61	69.27	11.31	0.2	0	0	"Temporaire"	"Recreationnel"	NA	2322.61828011
"149"	"F"	20	113	0.2825	0.0306158775364898	2.829143804659	0.497297238932854	20	"Mes"	0.113799208	0.295575184	0.359517079	0.112102087	1619.938528	5	"beaucoup"	58.28	202.59	16.7	5.842975229	0	0	"Permanent"	"Recreationnel"	NA	1466.64688672
"150"	"G"	19	96	0.265927977839335	0.0397530864197531	2.73373255275946	0.499993436930793	19	"Mes"	0.000570662	0.280498133	0.547886833	0.050204489	1131.811428	3	"peu"	69.39	151.1	14.93	3.793294163	0	0	"Temporaire"	"Agricole"	NA	1471.77988405
"151"	"I"	17	64	0.221453287197232	0.0909221488078138	2.64548283816569	0.548648493192349	17	"Briere"	0.221955643	0.32196906	0.202157967	0.124238816	670.1332835	3	"intermediaire"	78.29	236.34	19.93	0.6	0	1	"Permanent"	"Agricole"	70	896.875136301
"152"	"J"	20	90	0.225	0.0999242519883853	2.2920778335679	0.234819248336352	20	"Briere"	0.310530978	0.004007194	0.228570558	0.208969529	573.1714818	1	"intermediaire"	65.18	277.52	13.36	1.15	1	1	"Permanent"	"Recreationnel"	NA	109.745128199
"153"	"K"	14	45	0.229591836734694	0.143703703703704	2.16225749559083	0.269879112202216	14	"Briere"	0.101733425	0.053178963	0.102586922	0.058430784	392.3820498	0	"beaucoup"	57.27	249.38	19.29	1.038420599	1	1	"Permanent"	"Recreationnel"	NA	0.80170061191
"154"	"L"	11	26	0.214876033057851	0.0631999999999999	1.95	0.261874775723982	11	"Mes"	0	0.366600089	0.251887991	0.195200317	1735.374639	2	"peu"	35.53	67.4	37.78	1.15	0	0	"Temporaire"	"Recreationnel"	NA	1501.79464945
"155"	"Sup1"	23	153	0.289224952741021	0.0235714285714286	2.84618084802391	0.630458026249289	23	"Mes"	0.12760119	0.582084895	0.230070506	0.015962605	975.336425	4	"peu"	51.25	126.15	9	0.6	1	0	"Permanent"	"Agricole"	NA	1931.10328292
